ForecastDate,PredictedClicks,PredictedImpressions,ForecastPageCount,ActualClicks,ActualImpressions,ActualKnownPageCount,ClickError,ImpressionError,ChampionClicks,ChampionImpressions
2026-04-02,1056.5946,42188.058128000004,4862.129999999999,1398.78,49272.96,1379.3999999999999,-168.7013460000001,3682.4504640000005,1165.3677407203184,57187.157198743786
2026-04-03,1056.8693,41914.861156,4862.129999999999,1303.02,44928.96,1345.52,-85.26939299999994,7348.117127999999,1152.158077935004,57210.53183707236
2026-04-04,1125.2932,43654.563552,4862.129999999999,1599.4199999999998,50076.479999999996,1508.87,-274.929732,4643.949375999999,1276.1745069186038,58790.150741097736
2026-04-05,1156.5746,44205.849996000004,4862.129999999999,1826.2799999999997,56028.479999999996,1415.7,-440.9711460000001,-173.71895199999858,1372.4978171969904,63494.286722860175
2026-04-06,1105.2538,43244.779912,4862.129999999999,2030.34,58224.0,1386.6599999999999,-668.988738,-3299.0969440000003,1327.2064235399087,58682.66363706692
2026-04-07,1055.7659,42195.729112,4862.129999999999,1944.84,56261.759999999995,1496.77,-643.7317589999999,-2715.067344000001,1218.475489026621,57582.03662495858
2026-04-08,1051.439,41895.513532,4862.129999999999,1660.9799999999998,51546.24,1390.29,-401.5053899999999,1259.8746159999998,1207.7420550053196,57165.13855360344
2026-04-09,1044.7902,41854.119372,4862.129999999999,1763.58,50979.84,1401.18,-497.18770200000006,1731.144536,1165.3677407203184,57187.157198743786
2026-04-10,1045.0326,41832.710932,4862.129999999999,1472.8799999999999,45050.88,1367.3,-244.497726,7141.235815999998,1155.1647165983586,57210.53183707236
2026-04-11,1117.9705,43664.285244,4862.129999999999,1893.5399999999997,51048.0,1356.4099999999999,-537.5992050000001,3764.6460720000005,1280.1939784654905,58899.45473597013
2026-04-12,1139.422,44286.735048,4862.129999999999,2034.8999999999999,56462.4,1399.97,-639.12222,-477.8225759999984,1347.2918493126738,63494.286722860175
2026-04-13,1089.5414,43316.270072,4862.129999999999,2001.84,53492.159999999996,1453.21,-659.794014,1121.2011359999992,1313.495110071864,58682.66363706692
2026-04-14,1042.1951,42214.705096,4862.129999999999,2056.56,52583.04,1435.06,-754.186851,679.0648480000033,1214.6213745557015,57472.73263008618
2026-04-15,1038.4527,41874.003708,4862.129999999999,1730.5199999999998,52585.92,1407.23,-474.751827,281.92850399999935,1205.2701281885643,57165.13855360344
2026-04-16,1035.838,41814.839304,4862.129999999999,1888.9799999999998,52542.72,1419.33,-614.95038,253.0223519999988,1169.1514784569893,57187.157198743786
2026-04-17,1038.2129,41879.463396,4862.129999999999,1765.86,51089.28,1378.19,-505.679229,1660.1702479999985,1149.9048454488056,57210.53183707236
2026-04-18,1119.6393,43736.271304,4862.129999999999,2015.5199999999998,57325.439999999995,1393.92,-641.877093,-1906.3216479999974,1210.0912918095682,58899.45473597013
2026-04-19,1140.2359,44455.321972000005,4862.129999999999,2248.08,61646.399999999994,1450.79,-823.4464590000001,-5034.616663999999,1365.6064960673025,63603.590717732564
2026-04-20,1085.1472,43553.554916,4862.129999999999,2346.12,60257.28,1424.1699999999998,-963.124272,-4805.407992000001,1318.058082858929,58682.66363706692
2026-04-21,1037.2963,42444.68938,4862.129999999999,1992.7199999999998,53915.52,1385.45,-703.596663,-276.07755999999705,1214.4645404248108,57472.73263008618
2026-04-22,1029.3267,42105.297016,4862.129999999999,1725.9599999999998,47705.28,1329.79,-479.8265669999999,5023.661807999998,1209.9761501030405,57055.83455873105
2026-04-23,1030.1981,42150.134052,4862.129999999999,1844.5199999999998,49649.28,1324.95,-581.9238809999999,3293.5783760000013,1155.2703558814494,57187.157198743786
2026-04-24,1033.8823,42195.491688,4862.129999999999,1577.7599999999998,43907.52,1260.82,-346.61652300000003,8609.377744000003,1137.248413918187,57210.53183707236
2026-04-25,1122.2795,44020.869644000006,4862.129999999999,1729.3799999999999,49251.84,1333.42,-390.7732949999999,5824.013272000002,1147.5309771702048,58899.45473597013
2026-04-26,1154.8935,44888.770036,4862.129999999999,2070.24,55300.799999999996,1311.6399999999999,-654.495435,1284.0705679999996,1312.1360269398483,63639.10774097496
2026-04-27,1104.4881,43929.643348000005,4862.129999999999,2472.66,59549.759999999995,1430.22,-1053.866781,-3721.377176000003,1266.6702999376537,58791.967631939326
2026-04-28,1048.4866,42633.727448,4862.129999999999,1985.8799999999999,57294.72,1384.24,-686.578266,-3154.791376,1224.774536157369,57472.73263008618
2026-04-29,1035.1485,42198.59226,4862.129999999999,1863.8999999999999,54931.2,1299.54,-593.852985,-1492.0721200000019,1209.9761501030405,57055.83455873105
2026-04-30,1031.5663,42182.244052,4862.129999999999,1746.4799999999998,57378.24,1378.19,-495.42936299999997,-3754.1216239999985,1142.626785663967,57077.85320387139
2026-05-01,1044.7282,42316.983312,4862.129999999999,1841.1,56890.56,1352.78,-564.569082,-3151.0677439999963,1061.0758153450363,57210.53183707236
2026-05-02,1116.1183,44097.18436,4862.129999999999,1809.1799999999998,56072.64,1255.98,-466.1728829999999,-340.02232000000254,1125.8954953739812,58899.45473597013
2026-05-03,1152.7776,44741.550284,4862.129999999999,1776.12,58650.24,1366.09,-401.1701760000001,-1956.7144080000016,1243.1660420268647,63639.10774097496
2026-05-04,1095.7626,43785.794499999996,4862.129999999999,1529.8799999999999,52736.64,1343.1,-243.775026,2357.4209999999975,1268.513270643112,58791.967631939326
2026-05-05,1041.7401,42664.004252,4862.129999999999,1517.34,52266.24,1379.3999999999999,-286.367301,1489.7059759999986,1224.774536157369,57582.03662495858
2026-05-06,1036.5033,42270.476252,4862.129999999999,1648.4399999999998,52449.6,1298.33,-405.4017329999999,865.9619760000024,1207.7420550053196,57055.83455873105
2026-05-07,1033.6671,42323.607776000004,4862.129999999999,1656.4199999999998,55171.2,1356.4099999999999,-415.1395710000001,-1567.3173119999985,1137.6036974656613,57077.85320387139
2026-05-08,1037.3371,42311.072792,4862.129999999999,1532.1599999999999,53623.68,1306.8,-303.59627100000006,-163.2715039999981,997.3994852277677,57101.227842199965
2026-05-09,1115.0157,44203.93586,4862.129999999999,1733.9399999999998,55563.84,1293.49,-401.9244570000001,249.98467999999878,1098.4346318407063,58899.45473597013
2026-05-10,1151.2195,44904.989576,4862.129999999999,2127.24,63838.079999999994,1401.18,-707.632695,-6522.988911999998,1213.186363281049,63639.10774097496
2026-05-11,1093.4735,43963.326091999996,4862.129999999999,2346.12,72388.8,1445.95,-954.8812350000001,-15451.496104000003,1265.4167053992219,58791.967631939326
2026-05-12,1035.2272,42770.627160000004,4862.129999999999,2229.8399999999997,69090.23999999999,1385.45,-911.565072,-13808.835920000003,1223.0524937752423,57582.03662495858
2026-05-13,1031.1332,42466.43602,4862.129999999999,2351.8199999999997,69561.59999999999,1392.71,-1021.548132,-14593.137240000002,1207.7420550053196,57165.13855360344
2026-05-14,1029.5936,42630.296884,4862.129999999999,1974.4799999999998,63071.04,1399.97,-695.3823360000001,-8453.723607999998,1135.881655083534,57077.85320387139
2026-05-15,1034.6659,42740.613772000004,4862.129999999999,1918.62,59995.2,1397.55,-641.850759,-5506.468263999998,996.4896469569998,57101.227842199965
2026-05-16,1118.3749,44599.219384,4862.129999999999,2314.2,69889.92,1422.96,-902.5088489999999,-12424.558608,1077.2549470128254,58790.150741097736
2026-05-17,1147.1094,45348.10104,4862.129999999999,2480.64,73883.52,1402.3899999999999,-1018.601694,-15218.232479999997,1216.1854338137416,63639.10774097496
2026-05-18,1086.8616,44449.311588000004,4862.129999999999,2081.64,67580.16,1438.69,-731.747016,-10480.856056,1265.4167053992219,58791.967631939326
2026-05-19,1036.818,43133.793464,4862.129999999999,2329.02,70602.23999999999,1456.84,-996.12018,-14774.327568,1223.0524937752423,57582.03662495858
2026-05-20,1025.1314,42722.847404,4862.129999999999,2021.2199999999998,60840.96,1441.11,-740.389914,-6302.319847999996,1209.9761501030405,57165.13855360344
2026-05-21,1025.5079,42749.341308,4862.129999999999,1847.9399999999998,57624.0,1361.25,-589.5371789999999,-3322.7626959999993,1135.881655083534,57187.157198743786
2026-05-22,1029.4275,42805.935544,4862.129999999999,2105.58,54278.4,1278.97,-809.3967749999999,-190.43252800000076,996.4896469569998,57101.227842199965
2026-05-23,1117.2686,44805.674752,4862.129999999999,2321.04,59199.36,1277.76,-909.544086,-2385.8250239999984,1082.8520536544236,58790.150741097736
2026-05-24,1149.8363,45775.250604,4862.129999999999,2143.2,59716.799999999996,1308.01,-722.862063,-1737.4782479999972,1210.0958390557498,63529.80374610257
2026-05-25,1091.3759,44855.289831999995,4862.129999999999,2000.6999999999998,54129.6,1232.99,-656.987859,2318.9040159999977,1273.3083227070117,58791.967631939326
2026-05-26,1037.4244,43448.497608,4862.129999999999,1513.9199999999998,46334.4,1241.46,-287.6698439999999,7835.5867039999985,1229.1945344114545,57582.03662495858
2026-05-27,1027.5634,42882.597884,4862.129999999999,747.8399999999999,26257.92,1036.97,367.847766,25583.774392,1216.1181907392531,57165.13855360344
2026-05-28,1018.7319,42862.40552,4862.129999999999,1003.1999999999999,32466.239999999998,1086.58,137.344581,19869.43376,1142.0236957197467,57187.157198743786
2026-05-29,1025.58,42975.334984,4862.129999999999,1081.86,35130.24,1128.93,75.81419999999993,17558.194192,1061.7513181053853,57210.53183707236
2026-05-30,1124.2052,45092.578172,4862.129999999999,1282.5,40289.28,1154.34,-0.7868519999998966,15280.618935999997,1117.4849698611836,58790.150741097736
2026-05-31,1183.1744,46003.931488,4862.129999999999,1805.7599999999998,47267.52,1258.3999999999999,-396.8173439999999,9939.150144,1209.8478284608486,63494.286722860175
2026-06-01,1178.1517,45303.102656,4862.129999999999,2059.98,54314.88,1311.6399999999999,-622.5598169999998,2667.584128000001,1271.2141989727763,58682.66363706692
2026-06-02,1089.337,43523.26808,4862.129999999999,2007.5399999999997,54877.439999999995,1268.08,-664.94637,91.04303999999887,1229.1945344114545,57582.03662495858
2026-06-03,1069.4674,42957.175316,4862.129999999999,1987.0199999999998,53929.92,1364.8799999999999,-666.797274,304.12720799999954,1213.8840956415322,57165.13855360344
2026-06-04,1057.9487,42831.936208,4862.129999999999,2017.7999999999997,54485.759999999995,1343.1,-704.9307870000001,-350.40649600000063,1142.0236957197467,57187.157198743786
2026-06-05,1062.7479,43020.941824,4862.129999999999,1817.1599999999999,51541.439999999995,1260.82,-525.9395789999999,2567.4021120000043,1062.3038099486891,57210.53183707236
2026-06-06,1127.8014,44990.750788,4862.129999999999,1971.0599999999997,56170.56,1282.6,-595.186614,604.8735439999996,1115.7686518685105,58899.45473597013
2026-06-07,1158.199,45643.347436,4862.129999999999,2216.16,63504.0,1263.24,-777.9429899999999,-5361.808232000002,1210.056721246333,63494.286722860175
2026-06-08,1126.0827,44613.588552,4862.129999999999,2460.12,66137.28,1295.9099999999999,-1021.5981270000001,-8968.000624,1271.7491352502602,58682.66363706692
2026-06-09,1057.0445,43331.063852,4862.129999999999,2233.2599999999998,57975.36,1241.46,-892.9359450000001,-2971.269224000002,1229.8537249434185,57652.31473266989
2026-06-10,1055.7659,42900.830056,4862.129999999999,1810.32,54404.159999999996,1317.69,-526.9117589999998,-195.8346720000013,1214.543286173496,57235.416661314746
2026-06-11,1046.7423,42813.995344,4862.129999999999,1694.04,50675.52,1320.11,-434.8651230000001,3121.539872000002,1142.6828862517104,57257.43530645509
2026-06-12,1049.0613,42864.595916,4862.129999999999,1667.82,48451.2,1237.83,-409.7993129999999,5219.090007999997,1065.9240969143525,57280.80994478367
2026-06-13,1119.2283,44968.85032400001,4862.129999999999,1666.6799999999998,50075.52,1338.26,-339.343983,6166.635112000003,1120.3717584819362,58969.73284368145
2026-06-14,1140.5356,45650.463923999996,4862.129999999999,1745.34,51954.24,1312.85,-386.55975600000005,5233.711912000003,1204.8999313531247,63673.868825443875
2026-06-15,1096.0099,44612.501524,4862.129999999999,2192.22,54819.84,1311.6399999999999,-818.720199,1405.0607119999988,1278.9903050272185,58862.24573965063
2026-06-16,1047.4141,43356.041936,4862.129999999999,1901.5199999999998,50606.4,1247.51,-614.380041,3812.532768000002,1226.8607871794172,57652.31473266989
2026-06-17,1040.64,42873.844280000005,4862.129999999999,1910.6399999999999,53210.88,1281.3899999999999,-629.0064000000001,866.758640000001,1211.5503484094947,57078.153163266565
2026-06-18,1039.7401,42847.40388,4862.129999999999,1603.9799999999998,46387.2,1249.93,-363.587301,7091.18344,1139.6899484877092,57100.17180840691
2026-06-19,1041.4206,42918.879144,4862.129999999999,1424.9999999999998,42255.36,1214.84,-206.49360600000009,10961.464272,997.4097480772879,57123.54644673548
2026-06-20,1121.7397,45027.139664,4862.129999999999,1472.8799999999999,43945.92,1174.9099999999999,-168.5576969999999,11852.928032000002,1095.060924251939,58812.46934563325
2026-06-21,1142.1655,45754.716088,4862.129999999999,1649.58,46673.28,1208.79,-301.78615499999995,10195.304943999998,1206.1968107828682,63709.38584868627
2026-06-22,1087.3491,44722.79318,4862.129999999999,1646.1599999999999,49148.159999999996,1224.52,-353.0843910000001,6731.806840000001,1268.8610300320584,59152.312844125496
2026-06-23,1041.8431,43409.155904,4862.129999999999,1598.28,44746.56,1191.85,-356.55533099999997,9245.553152000002,1226.8607871794172,57495.0512346217
2026-06-24,1031.4091,42883.185896,4862.129999999999,1475.1599999999999,43008.96,1153.1299999999999,-259.96499099999994,10229.335247999998,1211.5503484094947,57078.153163266565
2026-06-25,1037.0973,42885.117360000004,4862.129999999999,1395.36,41382.72,1208.79,-185.0336730000001,11722.29168,1139.6899484877092,57100.17180840691
2026-06-26,1040.2068,42892.508512,4862.129999999999,1266.54,39192.0,1122.8799999999999,-70.08526800000007,13739.009856,1000.6744544930011,57123.54644673548
2026-06-27,1134.6989,45033.554292,4862.129999999999,1417.02,40833.6,1145.87,-107.2180889999999,14713.315496000003,1100.9487813948165,58812.46934563325
2026-06-28,1163.3642,46002.908072000006,4862.129999999999,1553.82,43378.56,1149.5,-197.63944199999997,13502.845136000002,1214.1467760476203,63639.40451582087
2026-06-29,1116.5736,45083.544128,4862.129999999999,1460.34,44134.08,1180.96,-162.78213600000007,11745.758463999999,1278.4157400128508,58708.72993990811
2026-06-30,1064.1433,43577.933207999995,4862.129999999999,1542.4199999999998,40996.799999999996,1080.53,-285.968133,12878.259504000003,1238.6338751489245,58001.70211285381
2026-07-01,1053.0431,43036.539684,4862.129999999999,1602.84,43901.759999999995,1161.6,-349.4273309999999,9588.502792000001,1220.59053085946,57475.50004662627
2026-07-02,1054.7036,42868.629388,4862.129999999999,1365.7199999999998,40457.28,1105.94,-141.86343599999995,12551.520344,1148.7301309376742,57497.51869176662
2026-07-03,1055.365,42938.714307999995,4862.129999999999,1244.8799999999999,37544.64,1120.46,-36.268649999999994,15302.591304000003,1081.4163932787774,57520.89333009519
2026-07-04,1125.3215,45019.194016,4862.129999999999,1290.4799999999998,38202.24,1119.25,-6.611714999999985,17108.767808,1109.3587879682975,59139.83489612757
2026-07-05,1157.2808,45709.861496000005,4862.129999999999,1421.58,40511.04,1173.7,-88.822008,15792.088048000003,1204.7194011636593,63700.88540318152
2026-07-06,1110.4106,44726.962844,4862.129999999999,1939.1399999999999,39753.6,1207.58,-584.6835060000001,15348.314872000003,1279.5041556100211,59064.263797948275
2026-07-07,1061.126,43480.167264,4862.129999999999,1708.86,37830.72,1195.48,-433.49526000000003,15667.296832000004,1236.2912866011463,57759.924035143325
2026-07-08,1049.5669,42909.111928,4862.129999999999,1439.82,39301.439999999995,1292.28,-211.298769,13657.914863999998,1210.7405105809312,57437.4347196124
2026-07-09,1051.78,42853.977804,4862.129999999999,1378.26,37418.88,1281.3899999999999,-155.64780000000002,15319.755351999998,1153.7272076210936,57497.51869176662
2026-07-10,1050.5689,42873.401656,4862.129999999999,1247.1599999999999,33504.0,1235.4099999999999,-42.996789000000014,18930.886128,1147.3159112004957,57520.89333009519
2026-07-11,1119.9944,45008.378304,4862.129999999999,1361.1599999999999,33282.24,1118.04,-73.26554399999996,21606.244352,1146.9654573157093,59101.76956911369
2026-07-12,1139.7069,45701.959168,4862.129999999999,1200.4199999999998,34029.119999999995,1134.98,85.8398309999999,21724.697984000002,1253.703067726998,63662.82007616765
2026-07-13,1092.3906,44735.266072,4862.129999999999,1158.24,32257.92,1085.37,75.62669399999994,22228.969136,1249.275559377009,58976.793839937796
2026-07-14,1048.6088,43390.939008,4862.129999999999,1176.4799999999998,32387.52,1156.76,16.442711999999975,20553.579904000002,1222.052063445494,57793.16695301776
2026-07-15,1037.1079,42849.151576,4862.129999999999,1223.2199999999998,32190.719999999998,1119.25,-35.533179000000025,20106.647087999998,1205.8925554772609,57371.05759969188
2026-07-16,1043.8216,42846.40258,4862.129999999999,1154.82,31718.399999999998,1092.6299999999999,30.513383999999988,20536.42404,1150.9409478719672,57452.28369903372
2026-07-17,1040.7251,42890.26674000001,4862.129999999999,1132.02,29886.719999999998,1116.83,47.24784899999989,22266.25412,1076.5433524491923,57409.30958465861
2026-07-18,1121.1118,45057.154268,4862.129999999999,1068.1799999999998,29807.039999999997,1078.11,182.2706819999999,24848.321784,1094.4632082885498,58995.397105647855
2026-07-19,1143.147,45789.607612,4862.129999999999,1063.62,34323.84,1151.92,208.04552999999999,21556.025656000005,1190.755325756601,63556.447612701806
2026-07-20,1088.0104,44816.778124000004,4862.129999999999,1061.34,31646.399999999998,1084.1599999999999,155.4402959999999,22883.911512,1250.4396732693258,58971.58255796705
2026-07-21,1044.8716,43429.000567999996,4862.129999999999,1104.6599999999999,31818.239999999998,1141.03,75.11288399999994,21119.491184000002,1222.052063445494,57787.95567104701
2026-07-22,1033.8512,42887.919632,4862.129999999999,1002.06,29412.48,1063.59,153.30268800000007,22698.256416,1205.8925554772609,57371.05759969188
2026-07-23,1043.6053,42838.112044,4862.129999999999,1040.82,29353.92,1108.36,129.29924699999995,22694.264472,1150.9409478719672,57452.28369903372
2026-07-24,1039.8003,42877.715416,4862.129999999999,1020.3,29058.239999999998,1121.67,143.3522970000001,23011.161008000003,1048.0925357672527,57409.30958465861
2026-07-25,1126.9592,45056.844948,4862.129999999999,1100.1,29458.559999999998,1109.57,160.339608,25167.403624,1088.5108120416694,58995.397105647855
2026-07-26,1152.6305,45846.067784,4862.129999999999,1110.36,30344.64,1099.8899999999999,176.84419499999998,25269.000592,1178.1852588444333,63556.447612701806
2026-07-27,1105.7982,44935.952888,4862.129999999999,1085.28,31853.76,1079.32,152.26021799999995,22831.823344,1244.7424132155363,58971.58255796705
2026-07-28,1057.3109,43523.735404,4862.129999999999,1000.92,30681.6,1068.43,177.51779099999996,22271.104152,1211.5903682725148,57787.95567104701
2026-07-29,1042.2549,42963.139492,4862.129999999999,997.4999999999999,30208.32,1089.0,165.5823509999999,22055.833096000002,1197.6649554020025,57371.05759969188
2026-07-30,1053.2829,42948.176992,4862.129999999999,981.54,29326.079999999998,1072.06,190.360071,22847.228096,1140.4792526989881,57452.28369903372
2026-07-31,1054.3869,43016.671764,4862.129999999999,983.8199999999999,27411.84,994.62,189.473031,24681.257832,1039.1262232149177,57409.30958465861
2026-08-01,1157.2893,45512.029012,4862.129999999999,1018.0199999999999,29487.36,1062.3799999999999,261.6464069999999,25668.058856,1078.9673337324957,59898.30685673153
2026-08-02,1218.7762,46171.705592,4862.129999999999,1102.3799999999999,31368.96,1090.21,249.25843799999998,24707.094896000002,1181.6572961093561,65526.801113210924
2026-08-03,1122.5518,44902.146948,4862.129999999999,1022.5799999999999,29578.559999999998,1108.36,223.296282,24878.279624,1239.9604482950108,61558.945667063555
2026-08-04,1070.1909,43498.656924,4862.129999999999,1005.4799999999999,29108.16,1125.3,186.30899100000008,23684.385912,1218.7928508346833,59972.71710874914
2026-08-05,1057.9298,42940.89376,4862.129999999999,1036.26,29254.079999999998,1034.55,147.4405019999999,22904.79488,1203.2189622959233,59886.84112165605
2026-08-06,1058.7349,42870.07886,4862.129999999999,1129.74,29879.039999999997,1052.7,67.05755099999992,22249.918680000002,1141.010171394603,60320.6642186899
2026-08-07,1056.4062,42925.388164,4862.129999999999,970.1399999999999,27352.32,1050.28,203.3521379999999,24630.121032,1050.9791680845958,60040.65346798801
2026-08-08,1126.7526,45093.24568,4862.129999999999,962.16,28758.719999999998,1004.3,279.92507400000005,25851.07184,1087.1853672902594,61175.2964154575
2026-08-09,1153.8115,45736.785407999996,4862.129999999999,1104.6599999999999,32469.12,1145.87,182.963385,23195.023104,1188.668629312136,65679.41355120957
2026-08-10,1102.9367,44729.64002,4862.129999999999,1190.1599999999999,33415.68,1089.0,58.34733299999997,21161.174759999998,1255.2811293100226,61911.542664755565
2026-08-11,1055.6058,43417.907684000005,4862.129999999999,1231.1999999999998,33887.04,1197.8999999999999,-24.150257999999955,19210.246792,1235.1597099823116,59935.182987010725
2026-08-12,1041.8624,42866.424248,4862.129999999999,1385.1,36636.479999999996,1184.59,-171.406224,16051.367024000001,1221.2342971117992,59849.30699991765
