date,page,page_type,clicks,impressions,position,CTR,TrafficValue,RankStrength,VisibilityScore,Top3Flag,Top10Flag,Page2Flag,sessions,users,engaged_sessions,engagement_rate,average_session_duration,conversions,revenue,purchases,add_to_carts,checkouts,OrganicConversionRate,RevenuePerOrganicSession,RevenuePerOrganicClick,CartRate,CheckoutRate
2026-06-19,https://demo.example.com/page-011,Demo Category 01,0.0,1.13,2.0,0.0,0.0,0.5,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-20,https://demo.example.com/,Demo Category 01,387.94,3638.5999999999995,2.9046583850931675,0.10661792997306659,164.63,0.3442745643109163,326.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-20,https://demo.example.com/page-006,Demo Category 01,0.0,3.3899999999999997,4.0,0.0,0.0,0.25,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-20,https://demo.example.com/page-008,Demo Category 01,0.0,2.26,5.0,0.0,0.0,0.2,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-20,https://demo.example.com/page-010,Demo Category 01,0.0,4.52,2.75,0.0,0.0,0.3636363636363636,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-20,https://demo.example.com/page-011,Demo Category 01,0.0,1.13,3.0,0.0,0.0,0.3333333333333333,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-20,https://demo.example.com/page-013,Demo Category 01,0.0,2.26,7.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-20,https://demo.example.com/page-014,Demo Category 01,0.0,2.26,8.0,0.0,0.0,0.125,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-21,https://demo.example.com/,Demo Category 01,393.89,3870.2499999999995,2.769051094890511,0.10177378722304761,167.155,0.3611345423871784,331.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-21,https://demo.example.com/page-006,Demo Category 01,0.0,2.26,2.5,0.0,0.0,0.4,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-21,https://demo.example.com/page-009,Demo Category 01,0.0,1.13,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-21,https://demo.example.com/page-010,Demo Category 01,0.0,2.26,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-21,https://demo.example.com/page-013,Demo Category 01,0.0,2.26,6.5,0.0,0.0,0.1538461538461538,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-21,https://demo.example.com/page-014,Demo Category 01,0.0,2.26,8.5,0.0,0.0,0.1176470588235294,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-22,https://demo.example.com/,Demo Category 01,439.10999999999996,3933.5299999999997,2.592933065211146,0.11163255396552206,186.345,0.385663638378019,369.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-22,https://demo.example.com/page-006,Demo Category 01,0.0,2.26,5.0,0.0,0.0,0.2,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-22,https://demo.example.com/page-007,Demo Category 01,0.0,1.13,2.0,0.0,0.0,0.5,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-22,https://demo.example.com/page-010,Demo Category 01,0.0,2.26,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-22,https://demo.example.com/page-011,Demo Category 01,0.0,1.13,4.0,0.0,0.0,0.25,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,https://demo.example.com/,Demo Category 01,420.07,3551.5899999999997,2.6993318485523385,0.11827660287364251,178.26500000000001,0.3704620462046205,353.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,https://demo.example.com/page-006,Demo Category 01,0.0,2.26,3.0,0.0,0.0,0.3333333333333333,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,https://demo.example.com/page-007,Demo Category 01,0.0,2.26,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,https://demo.example.com/page-010,Demo Category 01,0.0,3.3899999999999997,5.333333333333333,0.0,0.0,0.1875,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,https://demo.example.com/page-011,Demo Category 01,0.0,1.13,4.0,0.0,0.0,0.25,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,https://demo.example.com/page-013,Demo Category 01,0.0,1.13,8.0,0.0,0.0,0.125,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,https://demo.example.com/page-014,Demo Category 01,0.0,1.13,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-24,https://demo.example.com/,Demo Category 01,392.7,3508.6499999999996,2.8334943639291463,0.1119233893377795,166.65,0.3529211184360082,330.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-24,https://demo.example.com/page-006,Demo Category 01,0.0,1.13,6.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-24,https://demo.example.com/page-007,Demo Category 01,0.0,2.26,2.0,0.0,0.0,0.5,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-24,https://demo.example.com/page-010,Demo Category 01,0.0,2.26,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-24,https://demo.example.com/page-011,Demo Category 01,0.0,2.26,4.5,0.0,0.0,0.2222222222222222,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-25,https://demo.example.com/,Demo Category 01,366.52,3375.3099999999995,2.7080682959491127,0.10858854445962002,155.54,0.3692669056743726,308.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-25,https://demo.example.com/page-010,Demo Category 01,0.0,1.13,7.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-26,https://demo.example.com/,Demo Category 01,295.12,3095.0699999999997,2.73311427528295,0.09535163986598043,125.24,0.3658829815655891,248.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-26,https://demo.example.com/page-006,Demo Category 01,0.0,2.26,7.5,0.0,0.0,0.1333333333333333,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-26,https://demo.example.com/page-011,Demo Category 01,0.0,1.13,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-27,https://demo.example.com/,Demo Category 01,322.49,3323.3299999999995,2.8269296157769466,0.09703821167323139,136.855,0.3537406783738273,271.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-27,https://demo.example.com/page-010,Demo Category 01,0.0,1.13,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-28,https://demo.example.com/,Demo Category 01,372.46999999999997,3540.2899999999995,2.5196297478455154,0.10520889531648538,158.065,0.396883709146187,313.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-28,https://demo.example.com/page-010,Demo Category 01,0.0,2.26,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-29,https://demo.example.com/,Demo Category 01,390.32,3498.4799999999996,2.817829457364341,0.1115684525851227,165.64000000000001,0.3548830811554332,328.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-29,https://demo.example.com/page-006,Demo Category 01,0.0,1.13,5.0,0.0,0.0,0.2,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-29,https://demo.example.com/page-010,Demo Category 01,0.0,1.13,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-29,https://demo.example.com/page-011,Demo Category 01,0.0,1.13,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-30,https://demo.example.com/,Demo Category 01,427.21,3341.41,2.7784917145755834,0.12785321166812813,181.295,0.3599074975657254,359.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-30,https://demo.example.com/page-007,Demo Category 01,0.0,2.26,3.0,0.0,0.0,0.3333333333333333,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-30,https://demo.example.com/page-010,Demo Category 01,0.0,2.26,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-30,https://demo.example.com/page-011,Demo Category 01,0.0,2.26,3.0,0.0,0.0,0.3333333333333333,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,https://demo.example.com/,Demo Category 01,453.39,3409.2099999999996,2.519058667550547,0.13298975422458575,192.405,0.3969736842105263,381.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,https://demo.example.com/page-006,Demo Category 01,0.0,5.6499999999999995,9.6,0.0,0.0,0.1041666666666666,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,https://demo.example.com/page-007,Demo Category 01,0.0,2.26,2.0,0.0,0.0,0.5,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,https://demo.example.com/page-008,Demo Category 01,1.19,1.13,17.0,1.0530973451327434,0.505,0.0588235294117647,1.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,https://demo.example.com/page-010,Demo Category 01,1.19,9.04,3.25,0.13163716814159293,0.505,0.3076923076923077,1.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,https://demo.example.com/page-011,Demo Category 01,0.0,2.26,4.5,0.0,0.0,0.2222222222222222,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-01,https://demo.example.com/page-013,Demo Category 01,0.0,1.13,28.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-02,https://demo.example.com/,Demo Category 01,358.19,3135.7499999999995,2.483243243243243,0.11422785617475885,152.005,0.4026991728341315,301.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-02,https://demo.example.com/page-006,Demo Category 01,0.0,2.26,7.5,0.0,0.0,0.1333333333333333,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-02,https://demo.example.com/page-010,Demo Category 01,0.0,1.13,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-02,https://demo.example.com/page-011,Demo Category 01,0.0,1.13,2.0,0.0,0.0,0.5,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-03,https://demo.example.com/,Demo Category 01,297.5,2902.97,2.282989490073959,0.10248125195920041,126.25,0.4380221653878942,250.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-03,https://demo.example.com/page-007,Demo Category 01,0.0,2.26,7.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-03,https://demo.example.com/page-010,Demo Category 01,0.0,2.26,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-04,https://demo.example.com/,Demo Category 01,282.03,3087.16,2.6372620790629577,0.09135580922271602,119.685,0.3791811242192921,237.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-04,https://demo.example.com/page-006,Demo Category 01,0.0,1.13,2.0,0.0,0.0,0.5,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-04,https://demo.example.com/page-007,Demo Category 01,0.0,1.13,6.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-04,https://demo.example.com/page-009,Demo Category 01,0.0,1.13,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-04,https://demo.example.com/page-010,Demo Category 01,0.0,2.26,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-04,https://demo.example.com/page-013,Demo Category 01,0.0,1.13,7.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-04,https://demo.example.com/page-014,Demo Category 01,0.0,1.13,11.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05,https://demo.example.com/,Demo Category 01,337.96,3352.7099999999996,2.592517694641052,0.1008020377545329,143.42,0.3857254290171606,284.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05,https://demo.example.com/page-006,Demo Category 01,0.0,1.13,3.0,0.0,0.0,0.3333333333333333,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05,https://demo.example.com/page-007,Demo Category 01,0.0,2.26,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05,https://demo.example.com/page-009,Demo Category 01,0.0,1.13,6.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05,https://demo.example.com/page-010,Demo Category 01,0.0,1.13,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05,https://demo.example.com/page-013,Demo Category 01,0.0,1.13,7.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05,https://demo.example.com/page-014,Demo Category 01,0.0,1.13,11.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,https://demo.example.com/,Demo Category 01,622.37,3109.7599999999998,2.542151162790698,0.20013441551759623,264.115,0.3933676386506575,523.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,https://demo.example.com/page-006,Demo Category 01,1.19,3.3899999999999997,2.0,0.35103244837758113,0.505,0.5,1.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,https://demo.example.com/page-007,Demo Category 01,0.0,2.26,4.5,0.0,0.0,0.2222222222222222,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,https://demo.example.com/page-009,Demo Category 01,1.19,3.3899999999999997,7.666666666666667,0.35103244837758113,0.505,0.1304347826086956,1.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,https://demo.example.com/page-010,Demo Category 01,1.19,6.779999999999999,2.0,0.17551622418879056,0.505,0.5,1.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,https://demo.example.com/page-011,Demo Category 01,0.0,1.13,5.0,0.0,0.0,0.2,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,https://demo.example.com/page-013,Demo Category 01,0.0,3.3899999999999997,5.333333333333333,0.0,0.0,0.1875,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-06,https://demo.example.com/page-014,Demo Category 01,0.0,3.3899999999999997,10.0,0.0,0.0,0.1,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-07,https://demo.example.com/,Demo Category 01,552.16,2910.8799999999997,2.494177018633541,0.18968834166987303,234.32,0.4009338521400777,464.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-07,https://demo.example.com/page-007,Demo Category 01,0.0,1.13,4.0,0.0,0.0,0.25,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-07,https://demo.example.com/page-010,Demo Category 01,0.0,3.3899999999999997,1.0,0.0,0.0,1.0,0.0,1.0699999999999998,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-07,https://demo.example.com/page-011,Demo Category 01,0.0,1.13,9.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08,https://demo.example.com/,Demo Category 01,430.78,2995.6299999999997,3.003394945303659,0.14380280608753418,182.81,0.3329565435820145,362.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08,https://demo.example.com/page-007,Demo Category 01,0.0,1.13,8.0,0.0,0.0,0.125,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
