month,page,page_type,clicks,impressions,position,CTR,TrafficValue,RankStrength,VisibilityScore,Top3Flag,Top10Flag,Page2Flag,sessions,users,engaged_sessions,engagement_rate,average_session_duration,conversions,revenue,purchases,add_to_carts,checkouts,OrganicConversionRate,RevenuePerOrganicSession,RevenuePerOrganicClick,CartRate,CheckoutRate
2026-07,https://demo.example.com/page-002,Demo Category 01,0.0,0.9299999999999999,10.0,0.0,0.0,0.1,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-005,Demo Category 01,0.0,0.9299999999999999,80.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-006,Demo Category 01,3.57,77.19,6.095267489711934,0.04624951418577536,1.5,0.1640617088073456,3.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-007,Demo Category 01,0.0,52.08,5.9692307692307685,0.0,0.0,0.1675257731958763,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-008,Demo Category 01,1.19,0.9299999999999999,17.0,1.2795698924731183,0.5,0.0588235294117647,1.0,0.0,0.0,0.9199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-009,Demo Category 01,1.19,13.95,8.37037037037037,0.08530465949820788,0.5,0.1194690265486725,1.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-010,Demo Category 01,5.949999999999999,27.9,2.520833333333333,0.2132616487455197,2.5,0.396694214876033,5.0,1.0899999999999999,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-011,Demo Category 01,0.0,13.02,6.2,0.0,0.0,0.1612903225806451,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-012,Demo Category 01,0.0,1.8599999999999999,8.0,0.0,0.0,0.125,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-013,Demo Category 01,0.0,35.339999999999996,9.421052631578949,0.0,0.0,0.106145251396648,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-014,Demo Category 01,0.0,22.32,9.33888888888889,0.0,0.0,0.1070791195716835,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,https://demo.example.com/page-015,Demo Category 01,0.0,3.7199999999999998,8.75,0.0,0.0,0.1142857142857142,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/,Demo Category 01,4796.889999999999,34421.159999999996,3.30596678197182,0.13935875490541283,2015.5,0.3024833780705919,4031.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-002,Demo Category 01,0.0,0.9299999999999999,42.0,0.0,0.0,0.0238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-003,Demo Category 01,0.0,0.9299999999999999,10.0,0.0,0.0,0.1,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-004,Demo Category 01,0.0,0.9299999999999999,10.0,0.0,0.0,0.1,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-006,Demo Category 01,2.38,38.129999999999995,4.698958333333334,0.06241804353527407,1.0,0.2128131234759476,2.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-007,Demo Category 01,1.19,18.599999999999998,6.041666666666667,0.06397849462365592,0.5,0.1655172413793103,1.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-009,Demo Category 01,0.0,7.4399999999999995,10.533333333333331,0.0,0.0,0.0949367088607595,0.0,0.0,0.0,0.9199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-012,Demo Category 01,0.0,1.8599999999999999,8.0,0.0,0.0,0.125,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-013,Demo Category 01,0.0,14.879999999999999,3.4,0.0,0.0,0.2941176470588235,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-014,Demo Category 01,0.0,6.51,9.066666666666666,0.0,0.0,0.1102941176470588,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08,https://demo.example.com/page-015,Demo Category 01,0.0,2.79,9.333333333333334,0.0,0.0,0.1071428571428571,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
