date,page,page_key,clicks,impressions,query,position,ctr,sessions,users,engaged_sessions,conversions,revenue,purchases,add_to_carts,checkouts,engagement_rate,average_session_duration,page_type,keyword_intent
2026-06-21,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,2.1,demo search query 002,8.5,0.0,2.02,0.0,2.36,3.28,0.0,0.0,0.76,2.38,1.0,155.14008,Demo Category 01,Uncategorized
2026-06-22,https://demo.example.com/,/,321.03,3655.05,demo search query 011,2.592933065211146,0.08783190380432551,1885.67,1325.25,1067.8999999999999,1567.84,38969.6280084,10.92,124.64,1469.6499999999999,0.4847348687734333,131.98735200482056,Demo Category 01,Transactional
2026-06-22,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,2.1,demo search query 005,5.0,0.0,10.1,3.7199999999999998,4.72,9.02,0.0,0.0,0.0,1.19,0.4,48.47781809999999,Demo Category 01,Uncategorized
2026-06-22,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 006,2.0,0.0,5.05,0.0,3.54,4.1,0.0,0.0,0.0,3.57,0.6,18.4258644,Demo Category 01,Uncategorized
2026-06-22,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,2.1,demo search query 004,1.0,0.0,11.11,2.79,8.26,11.479999999999999,0.0,0.0,1.52,2.38,0.6363636363636364,86.44554390909092,Demo Category 01,Uncategorized
2026-06-22,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 006,4.0,0.0,6.0600000000000005,0.9299999999999999,2.36,4.92,0.0,0.0,0.0,0.0,0.3333333333333333,18.971707666666667,Demo Category 01,Uncategorized
2026-06-23,https://demo.example.com/,/,307.11,3300.15,demo search query 012,2.6993318485523385,0.0930594063906186,1680.64,1216.4399999999998,990.02,1439.1,19138.836002400003,6.72,90.44,1142.3999999999999,0.5042067307692307,109.76668910216344,Demo Category 01,Transactional
2026-06-23,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,2.1,demo search query 008,3.0,0.0,9.09,0.0,8.26,16.4,0.0,0.0,1.52,8.33,0.7777777777777778,41.846238444444445,Demo Category 01,Uncategorized
2026-06-23,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 013,9.0,0.0,7.07,2.79,2.36,3.28,0.0,0.0,0.0,1.19,0.2857142857142857,7.731121285714286,Demo Category 01,Uncategorized
2026-06-23,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,3.1500000000000004,demo search query 009,5.333333333333333,0.0,7.07,0.0,4.72,7.38,0.0,0.0,0.0,2.38,0.5714285714285714,19.112980285714286,Demo Category 01,Uncategorized
2026-06-23,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 006,4.0,0.0,4.04,0.0,1.18,3.28,0.0,0.0,0.0,0.0,0.25,8.67500175,Demo Category 01,Uncategorized
2026-06-23,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,1.05,demo search query 002,8.0,0.0,1.01,0.0,1.18,2.46,0.0,0.0,0.0,2.38,1.0,41.316909,Demo Category 01,Uncategorized
2026-06-23,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,1.05,demo search query 002,9.0,0.0,1.01,0.0,1.18,1.64,0.0,0.0,0.0,1.19,1.0,311.103548,Demo Category 01,Uncategorized
2026-06-24,https://demo.example.com/,/,287.1,3260.25,demo search query 014,2.8334943639291463,0.08806073153899241,1596.81,1142.97,942.8199999999999,1348.08,30705.191985600002,9.24,128.44,1268.54,0.5053763440860215,128.32915287666034,Demo Category 01,Transactional
2026-06-24,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,1.05,demo search query 015,6.0,0.0,4.04,0.9299999999999999,2.36,3.28,0.0,0.0,0.0,1.19,0.5,40.67692275,Demo Category 01,Uncategorized
2026-06-24,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 006,2.0,0.0,9.09,1.8599999999999999,3.54,8.2,0.0,0.0,1.52,4.76,0.3333333333333333,13.724461444444444,Demo Category 01,Uncategorized
2026-06-24,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,2.1,demo search query 006,1.0,0.0,11.11,0.9299999999999999,7.08,15.579999999999998,2356.8959868,0.84,3.04,5.949999999999999,0.5454545454545454,246.5485013636364,Demo Category 01,Uncategorized
2026-06-24,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,2.1,demo search query 006,4.5,0.0,8.08,0.9299999999999999,3.54,6.56,0.0,0.0,0.76,2.38,0.375,10.034062,Demo Category 01,Uncategorized
2026-06-25,https://demo.example.com/,/,267.96,3136.35,demo search query 016,2.7080682959491127,0.0854368932038835,1567.52,1136.46,895.62,1379.24,28243.115985599998,10.92,82.84,948.43,0.4890463917525773,97.29385707731956,Demo Category 01,Transactional
2026-06-25,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,1.05,demo search query 005,7.0,0.0,9.09,0.0,5.8999999999999995,13.12,0.0,0.0,1.52,5.949999999999999,0.5555555555555556,26.623736,Demo Category 01,Uncategorized
2026-06-26,https://demo.example.com/,/,215.76,2875.9500000000003,demo search query 017,2.73311427528295,0.07502216658843164,1465.51,1040.6699999999998,851.9599999999999,1276.74,18745.740039599998,5.04,81.32000000000001,947.24,0.4975878704341833,120.41151692832528,Demo Category 01,Transactional
2026-06-26,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,2.1,demo search query 005,7.5,0.0,2.02,0.0,1.18,3.28,0.0,0.0,0.76,1.19,0.5,12.9569205,Demo Category 01,Uncategorized
2026-06-26,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 018,9.0,0.0,3.0300000000000002,1.8599999999999999,1.18,1.64,0.0,0.0,0.76,1.19,0.3333333333333333,49.33438933333333,Demo Category 01,Uncategorized
2026-06-27,https://demo.example.com/,/,235.77,3088.05,demo search query 019,2.8269296157769466,0.07634915237771409,1434.2,1036.9499999999998,803.5799999999999,1239.84,9178.799988,4.2,95.0,1046.01,0.4795774647887324,100.77681127887324,Demo Category 01,Transactional
2026-06-27,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,1.05,demo search query 005,1.0,0.0,7.07,2.79,3.54,3.28,0.0,0.0,0.0,1.19,0.4285714285714285,39.008404,Demo Category 01,Uncategorized
2026-06-28,https://demo.example.com/,/,272.31,3289.65,demo search query 020,2.5196297478455154,0.08277780310975331,1484.7,1074.1499999999999,912.14,1252.1399999999999,29695.511946,10.08,106.4,1163.82,0.5258503401360545,109.92516677687074,Demo Category 01,Transactional
2026-06-28,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,2.1,demo search query 021,1.0,0.0,4.04,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,4.101685,Demo Category 01,Uncategorized
2026-06-29,https://demo.example.com/,/,285.36,3250.8,demo search query 022,2.817829457364341,0.08778146917681802,1658.42,1177.3799999999999,994.7399999999999,1389.8999999999999,34797.864072,11.76,117.04,1142.3999999999999,0.5133982947624848,109.38725844823388,Demo Category 01,Transactional
2026-06-29,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,1.05,demo search query 005,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-06-29,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,1.05,demo search query 005,9.0,0.0,6.0600000000000005,1.8599999999999999,1.18,7.38,0.0,0.0,0.0,1.19,0.1666666666666666,5.598445000000001,Demo Category 01,Uncategorized
2026-06-29,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 015,9.0,0.0,8.08,0.9299999999999999,4.72,6.56,0.0,0.0,0.0,1.19,0.5,18.020277,Demo Category 01,Uncategorized
2026-06-30,https://demo.example.com/,/,312.33,3104.85,demo search query 023,2.7784917145755834,0.10059423160539156,1678.6200000000001,1183.8899999999999,982.9399999999999,1411.22,28781.495940000004,10.92,101.08,1161.44,0.5012033694344163,119.05847854452468,Demo Category 01,Transactional
2026-06-30,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 006,3.0,0.0,7.07,1.8599999999999999,4.72,4.1,0.0,0.0,0.0,1.19,0.5714285714285714,178.21837657142856,Demo Category 01,Uncategorized
2026-06-30,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,2.1,demo search query 006,1.0,0.0,9.09,0.0,9.44,7.38,0.0,0.0,0.0,2.38,0.8888888888888888,45.67857733333333,Demo Category 01,Uncategorized
2026-06-30,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,2.1,demo search query 006,3.0,0.0,5.05,0.0,3.54,4.92,0.0,0.0,0.76,3.57,0.6,27.8513914,Demo Category 01,Uncategorized
2026-07-01,https://demo.example.com/,/,331.46999999999997,3167.85,demo search query 024,2.519058667550547,0.104635636157015,1638.22,1195.05,1023.06,1430.08,61636.367864399996,18.48,114.76,1260.21,0.5345252774352651,134.98963095499386,Demo Category 01,Transactional
2026-07-01,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,5.25,demo search query 004,9.6,0.0,1.01,0.9299999999999999,1.18,0.0,0.0,0.0,0.0,2.38,1.0,105.520378,Demo Category 01,Uncategorized
2026-07-01,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 006,2.0,0.0,7.07,3.7199999999999998,5.8999999999999995,7.38,0.0,0.0,4.5600000000000005,14.28,0.7142857142857143,316.2873724285714,Demo Category 01,Uncategorized
2026-07-01,https://demo.example.com/page-008,/vicco-monny-baskili-kiz-bebek-beyaz-sneaker-p-950-b26y-190-11,0.87,1.05,demo search query 006,17.0,0.8285714285714285,4.04,0.0,3.54,4.1,0.0,0.0,0.0,1.19,0.75,221.21431825,Demo Category 01,Uncategorized
2026-07-01,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.87,8.4,demo search query 004,3.25,0.10357142857142856,12.120000000000001,0.0,2.36,13.94,0.0,0.0,0.0,3.57,0.1666666666666666,55.09059075,Demo Category 01,Uncategorized
2026-07-01,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,2.1,demo search query 006,4.5,0.0,5.05,0.0,2.36,4.92,0.0,0.0,0.0,2.38,0.4,17.745537000000002,Demo Category 01,Uncategorized
2026-07-01,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,1.05,demo search query 025,28.0,0.0,4.04,0.9299999999999999,1.18,3.28,0.0,0.0,0.76,1.19,0.25,200.37000275,Demo Category 01,Uncategorized
2026-07-02,https://demo.example.com/,/,261.87,2913.75,demo search query 026,2.483243243243243,0.08987387387387387,1450.36,1052.76,830.7199999999999,1191.46,29735.616008399997,10.08,99.56,1076.95,0.49025069637883,116.2786593064067,Demo Category 01,Transactional
2026-07-02,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,2.1,demo search query 005,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-02,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,1.05,demo search query 005,1.0,0.0,7.07,1.8599999999999999,1.18,4.92,0.0,0.0,0.0,0.0,0.1428571428571428,21.32373385714285,Demo Category 01,Uncategorized
2026-07-02,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 027,2.0,0.0,5.05,0.0,1.18,4.1,0.0,0.0,0.0,0.0,0.2,6.6436238,Demo Category 01,Uncategorized
2026-07-03,https://demo.example.com/,/,217.5,2697.4500000000003,demo search query 028,2.282989490073959,0.08063170772396151,1560.45,1106.6999999999998,929.8399999999999,1327.58,22305.240019200002,8.4,88.16,1147.1599999999999,0.510032362459547,132.43610107702267,Demo Category 01,Transactional
2026-07-03,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 005,7.0,0.0,8.08,2.79,5.8999999999999995,7.38,0.0,0.0,0.0,3.57,0.625,19.165825,Demo Category 01,Uncategorized
2026-07-03,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,2.1,demo search query 005,9.0,0.0,19.19,1.8599999999999999,14.16,22.959999999999997,0.0,0.0,2.2800000000000002,9.52,0.631578947368421,75.4082427368421,Demo Category 01,Uncategorized
2026-07-04,https://demo.example.com/,/,206.19,2868.6,demo search query 029,2.6372620790629577,0.07187826814473959,1308.96,961.6199999999999,730.42,1129.96,16510.512055199997,5.88,69.16,817.53,0.4776234567901234,99.83474306712964,Demo Category 01,Transactional
2026-07-04,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,1.05,demo search query 002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-04,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 005,6.0,0.0,2.02,0.0,2.36,6.56,0.0,0.0,0.76,2.38,1.0,52.9970745,Demo Category 01,Uncategorized
2026-07-04,https://demo.example.com/page-009,/vicco-monny-baskili-kiz-bebek-pudra-sneaker-p-950-b26y-190-114,0.0,1.05,demo search query 002,9.0,0.0,2.02,0.0,1.18,1.64,0.0,0.0,0.0,1.19,0.5,23.1214505,Demo Category 01,Uncategorized
2026-07-04,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,2.1,demo search query 008,1.0,0.0,11.11,1.8599999999999999,5.8999999999999995,20.5,1883.7599759999998,0.84,1.52,3.57,0.4545454545454545,368.3791773636364,Demo Category 01,Uncategorized
2026-07-04,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,1.05,demo search query 002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-04,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,1.05,demo search query 002,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-05,https://demo.example.com/,/,247.08,3115.35,demo search query 030,2.592517694641052,0.07931051085752805,1399.86,997.89,827.18,1236.56,33885.7680084,13.44,91.96000000000001,992.4599999999999,0.5057720057720058,99.45717306637806,Demo Category 01,Transactional
2026-07-05,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,1.05,demo search query 002,3.0,0.0,4.04,0.0,1.18,3.28,0.0,0.0,0.0,0.0,0.25,8.51958125,Demo Category 01,Uncategorized
2026-07-05,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 008,9.0,0.0,9.09,0.0,2.36,8.2,0.0,0.0,0.0,1.19,0.2222222222222222,30.17247344444445,Demo Category 01,Uncategorized
2026-07-05,https://demo.example.com/page-009,/vicco-monny-baskili-kiz-bebek-pudra-sneaker-p-950-b26y-190-114,0.0,1.05,demo search query 002,6.0,0.0,1.01,0.0,1.18,0.82,0.0,0.0,0.0,0.0,1.0,12.05073,Demo Category 01,Uncategorized
2026-07-05,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,1.05,demo search query 002,1.0,0.0,11.11,3.7199999999999998,7.08,8.2,0.0,0.0,0.76,4.76,0.5454545454545454,47.016429181818175,Demo Category 01,Uncategorized
2026-07-05,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,1.05,demo search query 002,7.0,0.0,3.0300000000000002,0.9299999999999999,2.36,2.46,0.0,0.0,0.0,0.0,0.6666666666666666,605.9004636666667,Demo Category 01,Uncategorized
2026-07-05,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,1.05,demo search query 002,11.0,0.0,1.01,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,7.836527,Demo Category 01,Uncategorized
2026-07-06,https://demo.example.com/,/,455.01,2889.6,demo search query 031,2.542151162790698,0.15746470099667775,1303.91,943.02,778.8,1093.8799999999999,30669.564063600003,10.92,91.96000000000001,985.3199999999999,0.5112316034082107,139.79916509914796,Demo Category 01,Transactional
2026-07-06,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.87,3.1500000000000004,demo search query 002,2.0,0.27619047619047615,6.0600000000000005,0.9299999999999999,3.54,6.56,0.0,0.0,0.0,1.19,0.5,38.39100716666666,Demo Category 01,Uncategorized
2026-07-06,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 004,4.5,0.0,5.05,0.0,2.36,4.1,0.0,0.0,0.0,1.19,0.4,9.0814,Demo Category 01,Uncategorized
2026-07-06,https://demo.example.com/page-009,/vicco-monny-baskili-kiz-bebek-pudra-sneaker-p-950-b26y-190-114,0.87,3.1500000000000004,demo search query 002,7.666666666666667,0.27619047619047615,3.0300000000000002,0.9299999999999999,1.18,2.46,0.0,0.0,0.0,0.0,0.3333333333333333,73.918633,Demo Category 01,Uncategorized
2026-07-06,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.87,6.300000000000001,demo search query 009,2.0,0.13809523809523808,1.01,0.0,0.0,0.82,0.0,0.0,0.0,1.19,0.0,1.36843,Demo Category 01,Uncategorized
2026-07-06,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 006,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-06,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,3.1500000000000004,demo search query 002,5.333333333333333,0.0,5.05,0.0,4.72,4.92,0.0,0.0,2.2800000000000002,7.14,0.8,39.6773948,Demo Category 01,Uncategorized
2026-07-06,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,3.1500000000000004,demo search query 002,10.0,0.0,1.01,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,4.922551,Demo Category 01,Uncategorized
2026-07-07,https://demo.example.com/,/,403.68,2704.8,demo search query 032,2.494177018633541,0.14924578527062998,1146.35,841.65,690.3,973.3399999999999,45385.199967600005,15.959999999999999,72.2,819.91,0.5154185022026432,131.9645944907489,Demo Category 01,Transactional
